MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
4.3667,26.0,6.87905604719764,1.1097560975609757,1564.0,2.781710975609757,33.72,-120.96,2.581
3.6908,37.0,5.447674418604652,1.0483271375464684,1011.0,3.758364312267658,33.92,-118.5,1.426
3.9063,16.0,4.633540372670807,0.9006211180124224,480.0,2.4037267080745344,38.35,-122.1,1.42
1.4577,51.0,3.814946619217082,0.926829268292683,781.0,2.7793594306049823,34.46,-117.03,2.394
1.6563,25.0,3.814946619217082,0.99288256227758,781.0,2.7793594306049823,38.61,-121.47,1.846
4.2234,18.0,4.366726783114992,1.042212518195051,892.0,3.873741994510522,34.07,-118.17,1.56
4.105,16.0,6.035962877030163,1.0417633410672853,2515.0,2.917633410672854,32.83,-116.91,1.621
5.4337,16.0,6.210344827586207,0.9750889679715302,1959.0,3.762645914396887,34.11,-117.91,1.77
4.2297,16.0,4.682678311499272,1.042212518195051,2054.0,2.98981077147016,32.9,-117.14,2.5
2.5313,42.0,5.039383561643835,1.1934931506849316,1565.0,2.679794520547945,33.73,-118.3,3.375
3.4801,27.0,6.702898550724638,1.0289855072463767,1793.0,3.2481884057971016,37.88,-122.41,0.815
2.935,28.0,6.378,1.0576395242451968,693.0,2.9353680430879714,37.48,-122.14,0.815
3.2216,42.0,3.873741994510522,1.0493273542600896,1891.0,2.82660687593423,33.89,-118.08,1.398
3.6908,35.0,4.962825278810409,1.0483271375464684,1795.0,3.848993288590604,34.04,-118.28,1.875
3.6908,14.0,5.923503325942351,1.102803738317757,2400.0,3.2813990461049283,34.04,-118.26,1.575
3.4801,32.0,5.923503325942351,1.015625,933.0,1.82421875,33.74,-118.1,5.00001
3.0875,15.0,5.01119104716227,1.010752688172043,2240.0,4.856655290102389,34.03,-118.43,0.804
2.8347,37.0,5.835365853658536,1.1022044088176353,1980.0,2.403022670025189,34.04,-122.17,1.505
3.0221,24.0,5.901162790697675,1.0116279069767442,1420.0,3.0290697674418605,37.8,-121.93,0.911
2.6471,31.0,5.138418079096045,1.133458647112598,866.0,2.647294589178357,33.73,-117.98,3.74
1.3071,51.0,2.647294589178357,1.1022044088176353,781.0,1.565130260521042,34.05,-118.28,4.65
3.65,14.0,5.45136186770428,1.1361867704280155,2039.0,3.2813990461049283,34.28,-118.26,1.398
3.6682,35.0,5.835365853658536,1.1097560975609757,1564.0,4.7682926829268295,34.07,-117.76,2.661
3.4115,44.0,4.5943012211668925,1.0461538461538462,707.0,3.644329896907216,37.77,-122.44,1.431
2.8793,22.0,6.87905604719764,1.014760147601476,674.0,2.781710914454277,34.05,-118.23,0.713
2.1875,15.0,5.267175572519084,1.0305343511450382,810.0,3.0916030534351147,34.04,-118.27,1.375
5.4337,33.0,5.9011608901476,1.014760147601476,1563.0,3.0290697674418605,36.3,-119.33,0.905
3.2216,34.0,6.252615844544096,1.0493273542600896,1891.0,2.82660687593423,40.86,-124.06,5.00001
3.4698,35.0,6.233817701453105,1.0029542097488922,1762.0,2.6462585034013606,34.02,-117.98,2.519
5.3668,34.0,6.252615844544096,1.0493273542600896,1891.0,2.82660687593423,33.92,-117.98,2.145
3.6908,38.0,4.962825278810409,1.0483271375464684,1011.0,3.758364312267658,33.92,-118.08,1.982
2.5504,28.0,4.633540372670807,1.1589825119236885,387.0,3.2481884057971016,33.92,-118.27,1.294
1.6563,16.0,4.633540372670807,0.9750889679715302,2503.0,2.7749445676274944,38.61,-121.47,0.514
5.0839,5.0,6.221719457013575,1.0889328063241106,242.0,1.82421875,33.89,-118.02,2.186
6.6073,35.0,3.83011583011583,1.0945454545454545,1563.0,2.2638483965014577,33.92,-122.08,4.25
3.4801,18.0,3.8483935742971886,1.0602409638554218,2192.0,2.200803212851405,33.73,-118.27,0.948
2.4281,14.0,4.696308724832215,1.0369127516778522,3795.0,3.848993288590604,37.73,-120.93,2.539
4.2234,15.0,6.326530612244898,1.0013210039630118,2503.0,2.6462585034013606,40.55,-124.3,0.905
2.754,21.0,2.642540620384047,1.0029542097488922,2300.0,3.397341211225997,34.2,-118.59,2.394
1.6812,25.0,4.192200557103064,1.0222841225626742,717.0,3.877437325905293,37.88,-119.01,2.5
1.9602,38.0,5.901162790697675,1.0136518771331058,1423.0,4.354838709677419,36.3,-119.38,0.514
2.5417,30.0,5.086021505376344,1.120481927710843,242.0,2.6021505376344085,38.01,-120.37,0.725
3.4286,8.0,5.030651340996169,1.1948356807511735,892.0,2.0938967136150235,32.75,-117.03,1.375
4.5987,35.0,5.138418079096045,1.0369127516778522,1755.0,2.849462365591398,34.05,-118.27,4.05
3.9063,26.0,4.633540372670807,0.926829268292683,781.0,2.846975088967972,37.35,-119.15,1.587
2.6343,22.0,3.9622641509433962,1.0425925925925923,2192.0,2.6373626373626373,33.89,-117.14,1.784
1.6812,26.0,4.192200557103064,1.0223820943245403,1392.0,3.877437325905293,34.03,-118.31,1.42
6.1323,34.0,6.163636363636364,1.02020202020202,1808.0,2.163636363636364,37.64,-122.72,2.111
3.8233,26.0,5.18974358974359,1.0461538461538462,892.0,2.641025641025641,32.75,-117.05,1.784
2.811,37.0,5.632727272727273,1.0945454545454545,1543.0,2.811881188118812,38.16,-122.41,0.514
2.2679,42.0,4.962825278810409,1.0483271375464684,866.0,2.1388833746898266,33.87,-118.02,1.575
3.2216,25.0,3.83011583011583,1.0493273542600896,1891.0,2.8262548262548264,37.34,-120.93,1.798
2.5417,30.0,5.086021505376344,1.1720430107526882,242.0,2.6021505376344085,38.01,-120.37,2.554
5.3668,35.0,6.771498771498772,1.1022044088176353,2734.0,3.3587223587223587,34.18,-117.91,2.25
3.4698,26.0,5.390243902439025,1.1986062717770034,2294.0,3.21882951653944,34.04,-118.35,2.197
4.2234,35.0,3.725552050473186,1.102803738317757,2742.0,2.883280757097792,34.04,-118.18,2.205
2.23,52.0,4.537074148296593,1.006012024048096,1980.0,3.947895791583168,37.8,-117.87,3.4
1.9906,38.0,5.138418079096045,1.0310734463276836,873.0,3.211864406779661,36.53,-119.38,0.514
4.0767,8.0,5.460474308300396,1.0889328063241106,3207.0,3.16897233201581,37.78,-121.93,2.539
1.6812,29.0,3.327698309492848,1.0222841225626742,1755.0,2.4525357607282183,34.05,-118.12,2.556
1.9906,29.0,8.970967741935484,1.102803738317757,890.0,2.870967741935484,38.88,-122.72,2.027
6.1064,28.0,6.702898550724638,1.0289855072463767,1793.0,3.2481884057971016,32.71,-117.98,2.556
3.5962,45.0,5.923503325942351,1.1108647450110865,2503.0,2.7749445676274944,32.77,-117.14,2.556
4.3667,48.0,6.87905604719764,1.014760147601476,873.0,2.487084870848709,33.98,-117.98,2.901
3.4698,16.0,5.553191489361702,1.118532455315146,2039.0,3.425233644859813,33.94,-117.65,2.027
3.25,22.0,5.978021978021978,1.0445736434108528,2054.0,2.6373626373626373,32.75,-117.61,2.547
1.7016,37.0,3.83011583011583,1.0483271375464684,1423.0,2.8262548262548264,32.84,-117.91,0.815
2.0388,45.0,4.586466165413534,1.0687397708674304,1938.0,3.204081632653061,34.11,-117.22,3.375
3.5962,48.0,5.01119104716227,1.023407022106632,530.0,2.849462365591398,38.87,-121.13,1.281
1.6953,29.0,4.962825278810409,1.0483271375464684,1011.0,3.877437325905293,33.96,-118.27,2.661
2.1875,31.0,5.390243902439025,1.0889328063241106,781.0,3.16897233201581,32.84,-117.65,0.981
1.3071,27.0,5.267175572519084,1.0305343511450382,810.0,3.0916030534351147,37.43,-120.93,2.78
1.9602,18.0,6.035962877030163,1.0417633410672853,2039.0,3.2739726027397262,36.06,-119.38,0.85
3.4919,29.0,4.646983311938382,0.953846153846154,1755.0,3.211864706770428,34.2,-119.68,1.181
3.2216,34.0,6.252615844544096,1.0493273542600896,1891.0,2.82660687593423,33.89,-124.06,1.896
2.5504,16.0,7.757009345794392,1.102803738317757,733.0,3.425233644859813,37.34,-122.39,0.514
2.6471,29.0,4.0986666666666665,1.054,892.0,3.454,33.73,-118.1,2.186
1.8696,52.0,4.62962962962965,1.0462962962962965,480.0,2.62962962962963,32.71,-117.14,1.784
4.5,47.0,4.061594202898551,1.1361867704280155,2192.0,3.762645914396887,33.87,-117.91,2.554
5.5061,22.0,6.923128792987188,1.118532455315146,934.0,2.9225,33.92,-118.5,3.615
3.8201,29.0,4.696308724832215,1.0369127516778522,892.0,2.9397590361445785,33.92,-118.12,1.281
3.5417,16.0,5.311643835616438,0.928082191780822,1010.0,3.458904109589041,36.79,-119.68,0.911
3.8233,38.0,5.45136186770428,1.035264483627204,654.0,2.658536585365854,37.3,-122.44,2.394
2.933,26.0,4.707667731629393,1.0543478260869563,825.0,2.9397590361445785,34.03,-118.28,1.513
2.7451,42.0,4.295285359801489,1.0794044665012408,866.0,2.1488833746898264,34.07,-118.3,1.398
5.5061,5.0,6.0,1.0118110236220472,2400.0,2.5866141732283463,34.2,-118.3,3.4
4.7147,22.0,6.163636363636364,1.02020202020202,1392.0,2.487084870848709,34.28,-118.72,2.027
3.0917,48.0,5.251482799525504,0.9489247311827956,530.0,2.849462365591398,38.87,-121.13,1.875
3.7917,26.0,5.826196473551637,1.035264483627204,954.0,2.403022670025189,38.35,-122.7,1.896
1.4577,42.0,5.1525,0.926829268292683,781.0,2.9225,34.04,-117.76,1.505
4.2234,12.0,4.682678311499272,1.042212518195051,2054.0,2.98981077147016,32.9,-117.16,4.05
4.2297,37.0,5.138418079096045,1.0794044665012408,1846.0,3.21882951653944,37.68,-122.39,4.056
2.5504,26.0,3.725552050473186,1.1093585699263933,2742.0,2.883280757097792,34.17,-117.66,2.581
3.4115,34.0,3.6946902654867255,1.0136054421768708,1997.0,2.3432282003710574,34.04,-118.1,2.041
3.4698,44.0,5.138418079096045,1.0310734463276836,1808.0,3.4444444444444446,37.75,-122.28,4.05
3.4286,22.0,3.327698309492848,1.0461538461538462,1030.0,2.641025641025641,33.73,-118.3,1.869
5.7376,38.0,6.163636363636364,1.02020202020202,16.0,3.4444444444444446,37.77,-122.44,2.394
3.4698,31.0,5.390243902439025,0.943103448275862,956.0,3.3310104529616726,33.9,-118.73,2.539
3.4193,31.0,4.537074148296593,1.006012024048096,1263.0,3.947895791583168,33.73,-117.87,0.658
3.4115,38.0,5.193548387096774,1.0099255583126552,530.0,2.849462365591398,34.03,-119.19,0.514
1.6812,36.0,6.335051546391752,1.0461538461538462,707.0,3.644329896907216,37.75,-122.08,0.851
3.4698,31.0,5.390243902439025,1.1986062717770034,956.0,3.3310104529616726,33.9,-118.35,2.25
4.105,22.0,5.531481481481482,1.0425925925923,1420.0,2.6296296296298,32.71,-117.14,3.409
6.1323,32.0,6.28951048951049,1.020979020979021,1846.0,2.5818181818182,37.59,-122.39,5.00001
2.25,17.0,6.1636363636364,1.02020202020202,2734.0,3.4444444444444446,34.28,-118.72,3.375
3.4286,35.0,5.193548387096774,1.1934931506849316,35.0,2.483644859813084,34.04,-117.96,1.504
2.8793,24.0,4.6826254826254825,1.0493273542600896,4818.0,2.8262548262548264,37.3,-120.97,0.725
3.4193,25.0,6.3379516897233,1.1986062717770034,956.0,3.3310104529616726,37.48,-122.28,0.713
2.7321,22.0,3.5660377358490565,1.020979020979021,3382.0,4.117924528301887,37.43,-122.44,1.362
3.0917,48.0,4.192200557103064,1.0222841225626742,530.0,2.849462365591398,37.43,-121.98,1.625
3.4698,31.0,5.390243902439025,1.1986062717770034,956.0,3.3310104529616726,33.9,-118.35,1.384
3.4801,16.0,5.311643835616438,0.928082191780822,1010.0,3.4444444444444446,37.6,-122.08,0.713
5.7376,22.0,6.163636363636364,1.0222222222222221,1705.0,3.4444444444444446,33.68,-118.72,2.111
2.933,38.0,4.633540372670807,1.0335463258785942,3795.0,2.849462365591398,37.69,-122.1,0.658
1.9906,38.0,8.970967741935484,1.185877466251298,890.0,2.870967741935484,36.29,-119.75,0.966
2.8793,42.0,5.062730627306273,1.014760147601476,674.0,2.487084870848709,33.74,-118.31,2.021
